username,comment,likes,time
@BeckyCalm,Juri arogan... skrg jadi cacing...😅😅😅😅,0,9 menit yang lalu
@melonnysoda,"Gini nih yg bikin mental pelajar down.. kalau diam, diperlakukan tidak adil, kalau speak up malah dikira ""membantah"" yang lebih kuasa/senior. Haduh...",0,6 jam yang lalu
@indogamerid,Kong kalikong cok,0,4 jam yang lalu
@muhammadiqbaltawakal3925,Harusnya syarat menjadi juri adalah tidak budeg dan tidak arogan ketika diprotes. Juri harus menyimak dengan detail setiap jawaban dri peserta. Kan bisa dilihat tayangan ulang klo juri merasa tidak mendengar jawaban yg jelas dri peserta. Klo bgini kan keliatan banget para juri seperti memihak di salah satu peserta 😂,0,5 jam yang lalu (diedit)
@gemarMTK,"1:12:11 apa susahnya ngomong ""oh iya ,maaf adek adek sebelumnya terimakasii sudah mengingatkan""  jadi juri kok gak terima kritik!!",0,3 jam yang lalu
@jsmgoo,Saya bangga padamu nak tapi tidak pada Juri dan MC,0,2 jam yang lalu
@FauzyPrakoso,"ARTIKULASI EA ADIK2, ANTARA UANG DAN RELASI🤣🤣🤣",0,6 jam yang lalu
@sigitsudjendro5506,Pitch control,0,4 jam yang lalu
@AminMin-z1x,Mc juga ni gimana sih udah betul jawabannya sama yg didukung malah juri nya di sogok kek nya,0,2 jam yang lalu
@Mozachi896,Dibayar bpk juri,0,5 jam yang lalu
@andrehardisetiawan,Sapa tu juri lawak bet ngakak ga ada adil adil nya,0,5 jam yang lalu
@yasinaminudin3645,Jadi juri kupingnya udah dibersihin belum itu....,0,2 jam yang lalu
@Pasa-wg9ii,Memalukan.,0,1 jam yang lalu
@radityasulaiman4611,"untuk level MPR segede ini,terodai oleh bererapa hal
1. Juri yang angkuh, seakan gelar yang diemban membuat mereka punya power sehingga intrupsi tidak digubris
dan menonjolkan bahwa mereka seakan akan tidak punya salah dengn keputusan mereka
2. Juri terlihat tidak profesional untuk forum setingkat propinsi. Ini acara  kompetisi, tiapnilai menentukan hasil... tapi juri melakukan penolakan pada intrupsi peserta. yang bisa diselesaikan dengan cara melihat review (rekaman)
3. Juri pecundang, setelah viral.. para dewan juri memilih untuk diam, tidak menunjukkan batang hidungnya,, bahkan ada yang menutup akun sosialnya
4. MC yang berpihak ke juri, sebagai MC dan moderator harusnya mengupayakan adanya pengecekan terkait intrupsi vbukan malah berujar ""muingkin perasaan adik adik saja"". Menggunakan jawaban seperti ini tentunya tidak relevan untuk forum ilmiah
MC mengaminkan keteledoran juri
5. Penyelenggara harusnya memberikan penjelasan dari awal terkait hal hal tak terduga... Juri bisa saja salah!
6. ada oknum penyelenggara yang mepermasalahkan speaker yang kurang jelas... alasan bodoh yang pernah didengar
dari vidio jelas terlihat.. Juri dengan santainya dan etgas menyalahkan jawaban peserta

SATU LAGI
untuk juri yang sok keras bilang artikulasi... gimana kalo peserta nya (mohon maaf) cadel kayak anda... ""MPR: kalian sebut ""MPL""
jelas beda arti, apa anda mau disalahkan?

KALO MPR TIDAK MENINDAK TEGAS JURI DAN PARANGKAT ACARA.. MENUNJUKKAN KETIDAK KOMPETENAN INSTANSI INI DALAM MENYELENGGARAKAN KEGIATAN... GIMANA MAU NGURUS NEGARA,, KALO YANG BEgINI PUN BANYAK NGELESNYA",0,6 jam yang lalu (diedit)
@ridwankarnika7393,"Perasaan yang sakit matanya yg pake kaca mata bukan kuping gak bisa dengar 1:10:38. Apa emg ketinggalan empatinya sampe gak mau dikoreksi?? MC juga bukannya netral malah ngejilat Juri, atau emg biar bisa diundang lagi acara ini??🤔🤔",0,13 menit yang lalu
@raninasution4499,"Menit 1:13:08 Artikulasi apaan Bu, "" dewan juri,me kalau menurut kalian sudah,tapi dewan juri menilai kalian tidak,karena tidak mendengar artikulasi kalian dengan jelas yaitu artinya dewan juri berhak memberi nilai kalian -5"" 
Ibu ibu ngomong aja ga jelasss 😭🙏 lagian itu kesalahan kuping kalian, ini yg di nilai inti jawabannya atau pembicara nya😭",0,2 jam yang lalu
@popohejo1,"ini permasalahannya di ARTIKULASI?? atau BUDEK???

VAR mana VAR??? tolong di cek VAR nya",0,5 jam yang lalu
@under7mnt,"""keputusan juri tidak bisa di ganggu gugat."" sudah tidak relevan untuk sekarang harusnya, padahal bisa saja juri cek var, buka yutub kek, untuk melihat dan menilai ulang.
Jurinya aja bisa maen hp, kok buat ngecek gak sampe 10mnt gabisa.. komcak 😂",0,2 jam yang lalu
@BDN_WAS,"Jawaban mana yg benar mana yg salah tidak diberi tahu oleh juri, juri langsung memberilan nilai, kuis apa ini!!! 🤣🤣🤣🤣",0,3 jam yang lalu
@FaridAhmadgile,"Kapan ya suap bisa hilang😕😕
Sungguh tidak jelas penilaian juri😔😔",0,6 jam yang lalu (diedit)
@HansBolo,"BUDEG itu berbahaya. Pemerintah BUDEG rakyatnya sengasara. Juri BUDEG pesertanya menelan nestapa. Oh negeriku, sampai kapan penyakit BUDEG ini bisa hilang? Wahai bapak Juri, DENGAN SATRIA SAMPAIKAN PERMINTAAN MAAF untuk PAHLAWAN belia itu. Gadis muda calon pembela dan penegak kebenaran.",0,5 jam yang lalu
@RagilAM82,"minta maaf saja nggak cukuup, harus ada apresiasi dan pengambilan keputusan yang bijak untuk siswi dan sekolah SMA 1 Pontianak.",0,3 jam yang lalu
@makmurofficial4709,"Memalukan
Dewan jurinya
Ka ya' tidak ada lagi orang lain untuk juri",0,4 jam yang lalu
@TriyonoSetia,Percuma di adakan cerdas cermat kalau curinya tidak adil,0,3 jam yang lalu
@komangsentosa6131,Bapak juri budegnya 😂,0,3 jam yang lalu
@langitbiru9750,Tolong jurinya dilakukan hearing test. Mungkin telinga mereka budek.,0,2 jam yang lalu
@lusipadmas.m.1498,Padahal dewan jurinya bilang Mrxisisme tidak jelas!!,0,1 jam yang lalu
@FufuFafa-t6n,Baru jadi juri gak mau di koreksi. Gimana jadi pemimpin rakyat. Bapak/ibu.,0,4 jam yang lalu
@muhammadizzuddin7323,"arrkkhtikulasi bang, bukan artikulasi",0,5 jam yang lalu
@RafkaMajjid,Indonesia kayaknya kurang literasi dan kurang keadilan jadi kasihan yg juara 2 anjir harusnya juara satu sih,0,3 jam yang lalu
@n.yuriansyah,"Masih di tunggu klarifikasi nya, bapak / ibu dewan juri😂😂",0,2 jam yang lalu
@ferdlyknu5869,Dibayar berapa kalian buat jadi orang idiot gitu 😂,0,2 jam yang lalu
@Fredd_Man,"Sikap AROGANSI JURI dan Mderator di perlihatkan secara terang benderang terhadap anak anak, apakah mereka ingin mencontohkan generasi penerus jika BERKUASA DAN PUNYA KEDUDUKAN MAKA BISA bersikap AROGAN !!!! contoh NYATA JURI DAN MODERATOR YANG MENJIJIKAN TIDAK PATUT DI CONTOH SEDIKITPUN, dan sama sekali tidak pantas !!!!! MEMALUKAN",0,5 jam yang lalu (diedit)
@andriapriyanto9562,"Perasaan ndasmu!😂
Harusnya guru dan muridnya walkout",0,4 jam yang lalu
@ALOKGANTENG-y8c,Jurinya lagi nyoli itu jadi gk denger jawaban regu c,0,4 jam yang lalu
@agungsulaeman6227,Jurinya tidak cerdas dan tidak cermat,1,4 jam yang lalu
@qeanugibran4324,Parah sih juri nya tidak jerdas,0,2 jam yang lalu
@DriYan-s6c,"Ayoo dislike rame""",0,3 jam yang lalu
@AkbarNurPribadi,sportivitas? ini saya yang budeg atau gimana 😂,0,4 jam yang lalu
@Pawscity-u5t,Adik nya kritis bagus bagi indonesia...juri nya otoriter tak mau bertanggungjawab atas kesalahannya malah membungkam si adik yg berani bersuara...mc nya penjilat,0,4 jam yang lalu
@ahwanial9322,"Kalo di hitung nilai sih juara 1 grup c, kalo engga di curangi ya",0,4 jam yang lalu
@fauzihavit5807,MC kek gentong😂,0,4 jam yang lalu
@supriyonosupriyono-fv8xi,Ya Allah nilai Yo kok di korupsi,0,2 jam yang lalu
@Rino113-j3t,"Jangan cuma poin yg potong -5
Kuping jurinya yg budek jugah harus dipotong",0,2 jam yang lalu
@ko_najib7709,pengalihan isu apa ini,0,4 jam yang lalu
@yoga7904,"Kuis Macam Apa ini Bgsat !!,😂",0,4 jam yang lalu
@bunbunyu9390,1:24:37 kalau dilihat sampe pengunguman terakhir jurinya ga tepuk tangan pas grub c kasian ade adenya,0,3 jam yang lalu
@purwantiwanti2801,Jujur jaggal,0,2 jam yang lalu
@jabalnur816,1:13:12 ibu saja bicara artikulasinya kurang menurut keyakinan saya,0,3 jam yang lalu
@YEYZZZ3w,Di tunggu klarifikasi nya yan😊😊,0,5 jam yang lalu
@nocaps_sheshh,BUDEG² WOY BUDEG² MAKANYA JANGAN KORUPSI MLU TOLOL BUDEG KAN ELU PADA WOWKOWKWOWKW,0,5 jam yang lalu
@familyardan,si paling artikulasi udah jelek cadel lagi bisa bisanya jadi anggota pemerintahan lu kira lomba yel-yel apa harus teriak teriak lomba cerdas cermat yg intinya itu jawaban yg sesuai soal materi,1,5 jam yang lalu
@margono753-d3c,gimana generasi muda mau cerdas loyalitas ke negara menjawab dg benar sj di salahkan.. mending pro ke LN 😅😅😅,0,5 jam yang lalu
@pesimusprime2254,"Itu juri yg katanya berkompeten, tolong tes kesehatan THT nya yaa",0,6 jam yang lalu
@vechan1446,"sungguh mencerminkan sifat anggota dewan kita yg tidak mau mendengarkan dengan baik rakyat kecil. inget, kita dianggap ada sama mereka cuma 1x dalam 5 tahun. CUUUIIIIIIIH!!",0,5 jam yang lalu
@Gagapratama7789,Orang gak jelas semua di jadiin juri. Gedek banget,1,1 jam yang lalu
@AgilSaputro21,Keputusan mutlak dari penguasa ya ges ya.. Rakyat jelata diem bae,0,4 jam yang lalu
@Liviaa18,"Jurinya bawa ke dokter, minta priksa telinga",0,5 jam yang lalu
@SecondFrist,"USUTTT SIHH, KESALAHAN JGN DIBENARKAN",0,4 jam yang lalu
@abidalfarizi5201,Mohon kupingnya di korek dulu sebelum jadi dewan juri,0,4 jam yang lalu
@weirdotraxec7649,"GAK ADA SANKSI BUAT JURI & MC KAH???.,,, LAWAK !!!!!!!!!!",0,3 jam yang lalu
@ikhsanue8748,😂cerdas cermat tp gak cermat....untung keputusan juri gk bsa di ganggu gugat🤭,0,3 jam yang lalu
@SkuyInfo,MC dangdutan itu mh kyanya 😂,0,3 jam yang lalu
@milyychanel4601,Tdk cukup dg minta maaf,0,1 jam yang lalu
@Misyaa_Eonites,"Kok gitu sih Jd juri 
Nggak adil banget kan kasihan pesertanya😢
Memangnya gimana cara nilainya sampai kek gitu",0,5 jam yang lalu
@Godwar7742,Ijazah jurinya jgn2 nembak 😂,0,3 jam yang lalu
@Mr.Randomss,Kalo yang di jadikan alasan itu artikulasi.... Mending ikutan idol aja.... Jurinya reza arap aja.......... Kompeten apa juri cerdas cermat mikirin artikulasi??????,0,19 menit yang lalu
@dindapermatasari9583,"Sumpah kesel bgt sma juri dan mc nya, gamau salah",0,39 menit yang lalu
@hanyabisanana-z7y,Lomba cerdas cermat tapi juri nya gak cerdas..badahhhh parahhhh 😂,0,2 jam yang lalu
@RoliaFamily,acara seperti ini bisa2 nya juri nya curang😂😂,0,4 jam yang lalu
@cahFilmProduction,"Bapak dan Ibu juri mana nih klatifikasinya, udah jadi berita nasional loo..😂 malu ihhh",0,5 jam yang lalu
@raihanadesulaiman819,"di kritik ga terima gitu, malu pak sama umur akwowkowkwoak",0,5 jam yang lalu
@givsonsamosir7614,"secara hitungan matematika, seharusnya SMAN 1 Pontianak adalah juaranya dengan nilai 85.
70 + 10 + 5 = 85.
sementara SMAN 1 Sambas nilainya adalah 90 - 10 = 80.
itupun jika para juri ngerti matematika.

ini namanya MPR telah mengirim juri2 yg sangat pintar dari pusat untuk dipertontonkan ke daerah2 seluruh indonesia, dan orang2 daerah tidak bodoh utk melihat kebodohan juri2 pusat tsb.",0,4 jam yang lalu
@badanpengamatjumpscare5038,"JUDULNYA DOANG LOMBA CERDAS CERMAT, TAPI JURI + MCnya KAGA CERDAS + KAGA CERMAT",0,11 menit yang lalu (diedit)
@wishnuajii,"FIFA punya VAR.
Juri MPR Empat Pilar punya ""Keputusan juri mutlak"", ""Harusnya menggunakan artikulasi yang jelas"" 
🤡🤡🤡🤡🤡🤡🤡🤡
Mungkin hanya perasaan adek². 🎉",0,4 jam yang lalu
@Dfc_Channel,Kok bisa orang tidak cerdas sama cermat jadi juri cerdas cermat!! Kocak.,0,4 jam yang lalu
@FitrahRamadhana,"kasian bgt sih,... 
pd ga malu apa ya...",0,2 jam yang lalu
@candrabuoy,"udah gausah di ramein videonya, konten cacad gini enak malah dpt adsense, tonton di reuploader aja",1,6 jam yang lalu
@JAYUSTV148,"1. Juri Dari Sekretariat MPR RI ( juri Perempuan yang bicara tentan vokal nya harus jelas ) harus di copot dari jabatannya karena memberikan jawaban dari protes siswa dan guru dengan arogan tanpa data yang benar,sehingga jawaban juri itu menurunkan intregritas lembaga MPR RI.
2. juri Yang menilai siswa wajib hukumnya di bleklis dari seluruh aktipitas juri minimal 2 tahun dari semua acara yang menyangkut umum.Dengan dalil cara memberikan jawaban darimprotes tidak menunjukan data yang benar hanya rasa emosi dan egoistis juri belaka,sehingga kridebilitas perlombaan menjadi munurun bahkan mencemarkan nama MPR RI secara keseleruhan seolah olah MPR RI anti kritik",0,4 jam yang lalu (diedit)
@JasmineSufiTriandra,dari awal aja udh keliatan curang nya,0,5 jam yang lalu
@archivewonder,"bukti negara gagal melindungi hak warga nya, tidak mendengarkan, dan menyadari bahwa ini dilihat seluruh rakyat Indonesia. bener² secara sadar melakukan penghinaan intelektualitas.",0,5 jam yang lalu
@aliyogas9126,"Gimana adek2?? Kebenaran kalian yg sangat nyata sj bs dimanipulasi, apalagi hak suara kalian nanti di pemilu yg rahasia??!!",0,6 jam yang lalu (diedit)
@R.A.N.O.M.A.L.I,"Make ni juri,udah salah gak mau salah, apakah ini sikap seorang juri? Mending ganti juri kalau gak mau nerima opini orang lain, itu mc mending kalo mau njilat jangan keliatan,",0,2 jam yang lalu (diedit)
@sekilasmata904,"NIH TAK KASIH NILAI YANG BENAR. 
1. JURI TIDAK KOMPETEN
2. HOST TIDAK KOMPETEN",0,1 jam yang lalu
@AhmadAbdillah-o7q,Gimana sih jdi dewan juri 🙄🙄🙄🙄🙄,0,2 jam yang lalu
@D2n0804,"Jika memang tidak dpt direvisi di diskualifikasi kan aja perwakilan dari kalbar agar ada keadilan 😡😡, juri dan mc nya budek..",0,6 jam yang lalu
@syaifulanif,"Juri sangat-sangat bobrok. 
Juri bisa curang ya? 

Juri telah menjadikan Cerdas Cermat ini, sebagai 

Cerdas cermat "" Majelis Pembodohan Rakyat (MPR)""",1,32 menit yang lalu
@AndraHendika23,NAMA ACARA CERDAS CERMAT SEDANGKAN JURINYA DONGO TAU JAWABAN SAMA SATUNYA SALAH SATUNYA BENAR,0,2 jam yang lalu
@csa4148,TANDAIN TUH MUKA,0,4 jam yang lalu
@derbyputra,Kalah karena gak ngasih 🤑💸💵💴💶💰💳,0,5 jam yang lalu
@Odajima_Yuken009,"Ingat Kata Suharto "" JAMAN KU MODEL GINI, BESOK GAK LIHAT MATAHARI """,0,4 jam yang lalu
@GretaHerwidana,"Juri tak becus, ada yang komplain malah gak terima, tanda tanda mau jadi pejabat",0,6 jam yang lalu
@moeru3039,"gimana indonesia mau maju ,sekelas lomba cerdas cermat saja sudah di stop sama juri yang katanya KOMPETEN",0,5 jam yang lalu
@Hans_129,Gini yg katanya mau mencerdaskan bangsa? 😂,0,2 jam yang lalu
@Rifkihaaa-u2z,Udah ga adil itu,0,1 jam yang lalu
@FaeyzhaMahardika,"Dimana keadilan nya! Fungsi juri nya apa bahaya juri yang kek gini 
Seolah olah berkuasa viralin yang kek gini di selenggarakan oleh MPR Lo bahaya bahaya jurinya 👎🏻👎🏻🦻🏻🦻🏻",0,40 menit yang lalu
@AhmadAbdillah-o7q,😏😏😏😏,0,2 jam yang lalu
@Non-c6k,"anda di MPR digaji oleh kami rakyat2 RI..gak rela klo mereka masih bekerja disitu dgn congkaknya ..bisa bahaya negara ini...hancur martabat...TIDAK MAUENGKOREKSI LANGSUNG...APALAGI TIDAK MAU MINTA MAAF...PECCAAATTT JURI,MODERATOR SEMUA YG BERBICARA: - 5,artikulasi dan moderator EGOIS..TIDAK PATUT DISINI..., YG TIDAK PERLU MENJADI PENILAI...INIKAN 1+1=2 BUKAN 1+1 = semuanya ? Pembawa acara gak becus..jangan biarkan memandu acara lgi 3 bgaian itu @Prabowo @ketuamprri",1,6 jam yang lalu (diedit)
@Khayla_Jas,"Cerdas cermat judulnya..!?!...🤨🤔, Tetapi kalian (oknum) yg katanya ""JURI"" sgt memalukan telah mempertontonkan KEANGKUHAN + KEBODOHAN di depan para penerus bangsa.🤬👺😈",1,4 jam yang lalu (diedit)
@erickflushhhh,dewan juri cerdas cermat tapi kok gak cermat payaaah,0,2 jam yang lalu
@Move_it_now,Pecat tuh jurinya,0,1 jam yang lalu
@Freyyxgun,Pler,0,5 jam yang lalu
@JAVA2WHEELS,Juri Kompeten???..MC mabok kecubung kah?,0,33 menit yang lalu
@sugalindeso9822,"Pantasss Indonesia gk maju""..
 dri jmn sekolah ketika mau bersuara tentang keadilan udh diskriminasi .!!",0,1 jam yang lalu
@Fathir_FIFA.,Percuma cerdas cermat tingkat provinsi tapi jurinya kayak tingkat RT percuma diadain begitu udh jurinya gk mau salah dan gk ngerti bahasa.itu jujur kyk juri dari tingkat RT tapi sekelas tingkat RT pun kyknya gk bakal begitu dan mcnya jg kyk sekolah membela juri dan seolah juri adalah penguasa ruangan,0,2 jam yang lalu
@zaidanalfarezky6324,Dewan juri ama penonton ini budeg semua padahal c2 jawab duluan tapi dapet nilai dikit Dewan juri ama juri kocak banget😤😤,0,4 jam yang lalu
@aldomedan4642,"Betul2 kkn ini juri,atau memang bodoh",0,2 jam yang lalu
@p3cintamotor526,Sudah hilang smngt mereka Krn juri yang tidak beres,0,14 menit yang lalu
@Jscallmehnata,Woi klarifikasi besar2an jurinya. Cepat.,0,3 jam yang lalu
@DiraKurnia-k9l,"kacau lomba cerdas cermat tapi panitia dan juri tidak cerdas dan cermat, RIP KEADILAN RI 🙏🏻",0,5 jam yang lalu
@muhammadnoval5206,mc nya ga netral😂,0,2 jam yang lalu
@akmusikofficial,Jurinya  parah si....😮‍💨😮‍💨😮‍💨 kalau dia salahkan orangnya tidak jelas pengucapanya karena R nya itu kurang jelas kan sama dengan kekuranganya ( bulyin ngka si tu dr juri) bukan karena jawabanya yg salah loh,0,6 jam yang lalu
@Liizapujia,Muhasabah diri ente blok,0,33 menit yang lalu
@RenaldiPutra-bv1fu,Bikin malu aja title mu bos,0,4 jam yang lalu
@RafaelArdistiano,Juri longor😂,0,3 jam yang lalu
@wijoyosapardiono9643,"Periksa ijazah jurinya nih asli ga tuh , sulit amat sih mendengar, apalagi memahami😤",0,2 jam yang lalu
@orangcupu666__,tidak sepakat,0,1 jam yang lalu
@Haha6140,Udh malu blm?,0,3 jam yang lalu
@The_jack_hanma,TIDAK BERKOMPETEN,0,2 jam yang lalu
@Fad_purple_star,Lomba apaan kok bisa nilai -5 GK g adil😂,0,4 jam yang lalu
@kembargaming8916,MALU GA SI??????????,0,3 jam yang lalu
@balfrado,"Buset....

Juri + MC = ?
🤦",0,5 jam yang lalu
@xorizodewa,1:11:56 gw yang goblok aja denger,0,3 jam yang lalu
@kucingpersia2839,Jurinya klo gak BUDEG ya emang DONGO 😅 kok bisa jawaban sama yg satu -5 yg satu +10,0,1 jam yang lalu
@andikwidianto1034,"Sungguh memalukan, juri kayaknya perlu di periksakan di THT.",0,3 jam yang lalu
@IfahEbeth98,Ini namanya Lomba Cerdas (Siswa) Tidak Cermat (Juri). Pantas saja bangsa ini gak maju maju. Hedeeehg,0,1 jam yang lalu
@komarudin7539,"Apa yg cerdas cermat 
🤣 Yg cerdas di salah salahin",0,1 jam yang lalu
@ShahrulDanish-x3o,Woy aku orang Malaysia tapi saya kecewa sama Indonesia juri yang ragu_ragu,0,1 jam yang lalu
@jinchuurikishinobi,pecat kedua dewan juri dari jabatan karirnya di MPR gak elok orang seperti itu menjabat jabatan di MPR,0,1 jam yang lalu
@yahyatsaqif-v1j,Betul,0,1 jam yang lalu
@FadazMada,"Lomba cerdas cermat, tp jurinya tidak cerdas dan cermat",0,4 jam yang lalu
@AhmadGibran-v6k,1:13:03 artikulasi² jurinya sendiri yang budeg woilah😹,0,1 jam yang lalu (diedit)
@OverlordEmpires,kan baru juga dibilang mereka diincar oleh Tentara Netizen Indonesia atau singkatnya TNI😅😅😅btw kenapa kok tni🗿🗿🗿,0,3 jam yang lalu
@josan5522,coba periksa ijazah nya juri itu asli gak...gw ragu sih jangan2 ijazah pasar pramuka juga,0,5 jam yang lalu (diedit)
@gvsakgvsakk,miris bgt jir di indo ni,0,6 jam yang lalu
@badanpengamatjumpscare5038,"""KOMPETEN DAN TELITI"" katanya JEMBOOOTTT JAWABAN SEJELAS ITU AJA KAGA KEDENGERAN EMANG DASARNYA BUDEG AJA",0,1 menit yang lalu
@shinn3977,"liat video yg lain cuman dapet 4k-6k views dan cuma ini yg dapet 78k views gegara juri2 yg katanya ber-""KOMPETEN"" .... wkwk ... 
ayolahhh ... lomba yg transparan gini aja di masih aja di curangin, gimana yg lain yg nggak kliatan ... 😝",0,2 jam yang lalu
@bernadettadewi3774,"Tolong untuk nama lomba diganti cerdas cermat dan artikulasi! Memalukan, dan pertanyaan saya gak bisa ya, recording diputar ulang saat ada protes keberatan? Minta maaf secara formal dong jurinya!",0,5 jam yang lalu (diedit)
@yohankur73,"Pemimpin kok ga memberi contoh yang baik, kalau salah MENGAKU aja salah dan MEMOHON MAAF. Jangan ajari generasi bangsa dengan KEBOHONAN dan KEMUNAFIKAN. Salah itu wajar, namanya juga manusia. Kenapa juri tidak buka rekaman pada waktu itu, gitu aja kok repot. Wakil Rakyat BIKIN MALU rakyat aja.",0,2 jam yang lalu
@nzwaa-n2l,"gua yg goblok aja denger kalo itu benar, periksa sna telinga 😂",0,3 jam yang lalu
@AlGifari-l6q,"belum mulai kerja aja duit nya udah cair, apalagi udah selesai yaa kerja nya pak, ntar itu duit ada baiknya dipake berobat ya pak yaa siapa tau telinga anda bermasalah dalam mendengar atau mungkin otak anda sendiri bermasalah sampai gabisa mikir?",0,5 jam yang lalu
@qamaruddien7356,Kualitas lomba nya minus 5,0,5 jam yang lalu
@iwanagustinus9041,"dibahas tentang mental pendidikan..
tpi ini menjatuhkan mental siswa..
kan bisa di cek VAR.. atau host lebih tegas lagi..
seharusnya lebih teliti dan adil.. 
nggak ada guna nya klo di buat acara ini klo masih menjatuhkan mental..
acara MPR ini bagi saya 👍
dewan juri 👎",0,1 jam yang lalu
@bayurizkhi6110,"Lomba cerdas cermat, tapi juri nya tidak cerdas, dan juga tidak cermat",0,4 jam yang lalu
@kafka_knz,miris,0,2 jam yang lalu
@sabriliakapka,Ngk adil,0,5 jam yang lalu
@bertonhutasoit9199,juri kok kayak ini,0,2 jam yang lalu
@drmnmln,"anj kesel juga sama peserta yg grup B ga jujur, malah lambai"" tangan bilang gada ngomong dpd. ga juri ga mc tot smua",0,2 jam yang lalu
@sholikhahidaya5504,"PECAT JURINYA ... BUKAN HANYA DINONAKTIFKAN !!!
SURUH JUGA ITU JURI & MC MINTA MAAF DI DEPAN PUBLIK, TERMASUK DI DEPAN PIHAK GRUP C YANG DICURANGI !!!",0,1 jam yang lalu
@lusiana.5401,"aku dateng hanya untuk mendislike, hahaha dpr sipaling ""mungkin perasaan adik adik saja""",0,1 jam yang lalu
@HaiiCiip,"RASANYA PERMINTAAN MAAF SAJA TIDAK CUKUP, ANDA JURI DAN MC SUDAH MENGHANCURKAN MENTAL ANAK BANGSA, DAN MEMBUAT CEDERA AKAN KECERDASAN MEREKA !!!! BLACKLIST JURI DAN MC UNTUK ACARA INI DI TAHUN BERIKUTNYA !!!",0,5 jam yang lalu
@prof.hohokehokehe,Pecat!!!,0,4 jam yang lalu
@dedywahyudi4915,makanya mpr tuh kalo ngadain acara cari juri yg pendengaran nya masih normal gak kaya gini,0,5 jam yang lalu (diedit)
@prodence9563,Ternyata orang yang jd juri dan punya jabatan mentereng belum tentu orang cerdas .. ekekekekekek,0,5 jam yang lalu
@RePhantomz,wkwkwk  sepertinya yang jadi juri gagal menerapkkan asas pancasila: Keadilan bagi seluruh rakyat indonesia. Ini adalah live yang direkam. Akan ada tim yang memantau streaming dan yang perlu mereka lakukan untuk klarifikasi jawaban adalah dengan memutar part dimana jawaban tim C disampaikan di 1:10:23 dan dibandingkan ke jawaban tim B di 1:11:08. Kenapa ini bisa terjadi?  karena ketidak kompeten tim termasuk juri dan juri yang anti rasa malu karena blunder tapi tidak biasa dikritisi wkwkwk. Alhasil speaker dipermasalahkan. kaga nyambung.,0,2 jam yang lalu (diedit)
@YumiWijayyyy,Juriny sendiri tidak cerdas🙄,0,2 jam yang lalu
@NodiPenri123-lv4sl,Mungkin juri tulih atau kuasa pilih kasih. Mc juga berat sepihak. Acara pilih kasih. Kasian anak2 ini benar di salah kan.,0,4 jam yang lalu
@YumiWijayyyy,Juriny sendiri tidak cerdas🙄,0,2 jam yang lalu
@imambeyhaqi,Juri kok Budeg 😂,0,3 jam yang lalu
@GintungJr,Juri ne GK ngerti dewan perwakilan daerah ero ne DPD😂,0,3 jam yang lalu
@rize40-l2v,"Ganti aja min judulnya
LOMBA CERDAS CERMAT TAPI JURINYA TIDAK CERMAT😆",0,5 jam yang lalu
@ALOKGANTENG-y8c,Mending mau pou aj juri jmbd,0,5 jam yang lalu
@Kreatifpedia77,Jangan budeg lah gimana sih kasian anaknya cape cape belajar eh disalahkan digu aja,0,1 jam yang lalu
@yayatchainel,"Pak juri dan ibu juri, mohon dibersihkan terlebih dahulu kupingnya, masa jadi juri kupingnya budeg. Izin pak bu🙏",0,6 jam yang lalu (diedit)
@dilaneko5991,"juri tidak adil, telinganya tolong dibawa ke dokter THT buat dikorek",0,3 jam yang lalu
@muhardyadi4889,"Macam mane mao maju Indonesia, klo macam gini, juri tak berbobot dan egonye tinggi... Bise dijadikan juri... Ancoreeeee",0,5 menit yang lalu
@anneohp,1:13:01 siapa perempuan ini ? menghancurkan kepercayaan diri adik sma ini padahal hanya ego nya yg tua dan kolot saja yang tinggi,0,5 jam yang lalu
@ekapurnama149,"Katanya tujuan utama Lomba Cerdas Cermat (LCC) 4 Pilar MPR RI adalah meningkatkan pemahaman, kesadaran, dan pengamalan nilai-nilai kebangsaan—Pancasila, UUD 1945, NKRI, dan Bhinneka Tunggal Ika—di kalangan siswa SMA/sederajat.

LAH PENGAMALAN PANCASILA SILA KEDUA DAN KELIMA TIDAK DITERAPKAN DI LOMBA INI. JURINYA SAJA TIDAK ADIL JADI BUAT LOMBA KAYK GINI DIADAKAN??",0,4 jam yang lalu
@we-channel9031,😂😂 CERDAS CERMAT TERHINA SEPANJANG MASA 😂😂,0,2 jam yang lalu
@RafzAjah,juri nya ngawur,0,4 jam yang lalu
@ferdylee3040,Buat apa menang kalo hasil dari copas jawaban orang lain dan tidak mengakui nya? Shame on you tim B,0,1 jam yang lalu
@ramaff9999,Sangat merusak mental peserta,0,1 jam yang lalu
@fitridwi387,sekolah lagi lah cuih jilat jilat tuh si biji satu,0,3 jam yang lalu
@Sara_Ramadhani,ACARA APAAN KAYAK GINI KALAU JURI NYA AJA AROGAN!!,0,5 jam yang lalu
@AdeiIrwann,"Parah"" ... Padahal jawaban nya sama . Yg 1 di kasih nilai minus yg 1 plus . Wkwkwkw . MC nya juga malah membela yg ga bener . Padahal kan simple tinggal di stop terus putar ulang rekaman nya biar tahu mana yg bener . Lol",0,3 jam yang lalu
