username,comment,likes,time,likes_clean,days_ago,text_length,comment_clean,comment_normalized,comment_final,sentiment
@argramediafrani5852,"Itu translator ke bahasa isyarat aja dengar, itu jurinya telinganya conge apa gimana",3,1 hari yang lalu,3,1,84,itu translator ke bahasa isyarat aja dengar itu jurinya telinganya conge apa gimana,itu translator ke bahasa isyarat saja dengar itu jurinya telinganya conge apa bagaimana,translator bahasa isyarat dengar jurinya telinganya conge bagaimana,0
@gagasjamalludin2898,"Betul sekali,",0,10 jam yang lalu,0,0,13,betul sekali,betul sekali,betul sekali,1
@yurikacha3531,Ya harusnya grup C yg menang,0,9 jam yang lalu,0,0,28,ya harusnya grup c yg menang,ya harusnya grup sih yang menang,harusnya grup menang,1
@denayfandi9722,"Betul total poin Pontianak 85
Sambas 80",0,8 jam yang lalu,0,0,40,betul total poin pontianak sambas,betul total poin pontianak sambas,betul total poin pontianak sambas,1
@muhamadnurdin5878,Bentar lagi di panggil di podcast densu,2,7 jam yang lalu,2,0,39,bentar lagi di panggil di podcast densu,bentar lagi di panggil di podcast densu,bentar panggil podcast densu,1
@glorioreksa6421,"​ @muhamadnurdin5878 wah, serius bro? Nangis gua, haru, gak sabar penen nonton.❤❤❤",0,6 jam yang lalu,0,0,82,wah serius bro nangis gua haru gak sabar penen nonton,wah serius bro menangis gua harus tidak sabar penen menonton,wah serius menangis gua tidak sabar penen menonton,1
@memedum-r2t,Aamiin,1,4 jam yang lalu,1,0,6,aamiin,amin,amin,1
@glorioreksa6421,"Up up up up up up up, please! 100000 percent setuju.❤❤❤",0,7 jam yang lalu,0,0,55,up up up up up up up please percent setuju,up up up up up up up please percent setuju,up up up up up up up please percent setuju,1
@EduardoSirait,"Kenapa yang disalahin tim lawan juga? Jelas jelas itu kesalahan Dewan juri dan MC, kok yg disalahin tim lawan?",1,23 jam yang lalu,1,0,110,kenapa yang disalahin tim lawan juga jelas jelas itu kesalahan dewan juri dan mc kok yg disalahin tim lawan,kenapa yang disalahin tim lawan juga jelas jelas itu kesalahan dewan juri dan mc kok yang disalahin tim lawan,disalahin tim lawan jelas jelas kesalahan dewan juri mc disalahin tim lawan,0
@daniRasyid-m7m,​@EduardoSiraitya tetap lawan salah . Dia tdk berintegritas . Jelasjawaban grub C . Tp maen sikat aja.,0,19 jam yang lalu,0,0,102,tetap lawan salah dia tdk berintegritas jelasjawaban grub c tp maen sikat aja,tetap lawan salah dia tidak berintegritas jelasjawaban grub sih tapi main sikat saja,tetap lawan salah tidak berintegritas jelasjawaban grub main sikat,1
@nikodemusdhanisworo3273,​@EduardoSiraitjelas salah harusnya tim lawan juga minta cek ulang juga,0,15 jam yang lalu,0,0,71,salah harusnya tim lawan juga minta cek ulang juga,salah harusnya tim lawan juga meminta cek ulang juga,salah harusnya tim lawan meminta cek ulang,1
@ratkom3032,Itulah gambaran indonesia sdh salah anti kritik lg..,1,23 jam yang lalu,1,0,52,itulah gambaran indonesia sdh salah anti kritik lg,itulah gambaran indonesia sudah salah anti kritik lagi,gambaran indonesia salah anti kritik,0
@adnanadiyasta8203,Pesanan orang dalam,0,2 jam yang lalu,0,0,19,pesanan orang dalam,pesanan orang dalam,pesanan,1
@erruuu-L,Kompeten budeg berjamaah,2,1 hari yang lalu,2,1,24,kompeten budeg berjamaah,kompeten budeg berjamaah,kompeten budeg berjamaah,0
@noname-pu1ze,"​ @erruuu-L udah budeg, egois, gak mau Nerima kritikan, nyalahin artikulasi peserta yang padahal artikulasinya menurut saya sudah jelas dan dapat dengan mudah dipahami",0,6 jam yang lalu,0,0,167,l udah budeg egois gak mau nerima kritikan nyalahin artikulasi peserta yang padahal artikulasinya menurut saya sudah jelas dan dapat dengan mudah dipahami,l sudah budeg egois tidak mau menerima kritikan menyalahkan artikulasi peserta yang padahal artikulasinya menurut saya sudah jelas dan dapat dengan mudah dipahami,l budeg egois tidak menerima kritikan menyalahkan artikulasi peserta padahal artikulasinya jelas mudah dipahami,0
@IrfanR,Aneh juga moderatornya 😂,1,1 hari yang lalu,1,1,24,aneh juga moderatornya,aneh juga moderatornya,aneh moderatornya,0
@iwankhoiri18,Teliti katanya😂😂😂😂,0,1 hari yang lalu,0,1,18,teliti katanya,teliti katanya,teliti katanya,1
@akbarrddfy,keburu malu itu juri 😅,0,1 hari yang lalu,0,1,22,keburu malu itu juri,keburu malu itu juri,keburu malu juri,0
@Redoo-cornelius,Malah ngomongnya artikulasi lagi,0,22 jam yang lalu,0,0,32,malah ngomongnya artikulasi lagi,malah mengomongnya artikulasi lagi,malah mengomongnya artikulasi,0
@noname-pu1ze,"​ @Redoo-cornelius juri nya bisa ngomong ""RRRRRRR"" gak?",0,6 jam yang lalu,0,0,55,cornelius juri nya bisa ngomong rrrrrrr gak,cornelius juri ya bisa mengomong r tidak,cornelius juri mengomong r tidak,0
@prodence9563,4.juri nyawit,1,5 jam yang lalu,1,0,13,juri nyawit,juri nyawit,juri nyawit,0
@berbagiilmu-p2c,Sudah 2X jawaban minta d ulang,0,9 jam yang lalu,0,0,30,sudah x jawaban minta d ulang,sudah kali jawaban meminta di ulang,kali jawaban meminta ulang,1
@SEGERRR_DADDY,JURIG,0,4 jam yang lalu,0,0,5,jurig,jurig,jurig,0
@jakkufurosto,Malah si juri yang artikulasinya kurang wkwkwk,5,1 hari yang lalu,5,1,46,malah si juri yang artikulasinya kurang wkwkwk,malah sih juri yang artikulasinya kurang wkwkwk,malah juri artikulasinya kurang,0
@fitriannisa9050,1:16:44 Artikulasi jurinya 😂😂,4,1 hari yang lalu,4,1,29,artikulasi jurinya,artikulasi jurinya,artikulasi jurinya,0
@jaehahaheh123,"""mungkin hanya perasaan adik-adik saja""",1,15 jam yang lalu,1,0,39,mungkin hanya perasaan adik adik saja,mungkin hanya perasaan adik adik saja,perasaan adik adik,1
@firdasalsabell6877,Jurinya yg budeg kak,0,20 jam yang lalu,0,0,20,jurinya yg budeg kak,jurinya yang budeg kak,jurinya budeg,0
@muhammadizzuddin7323,arrkkhhtikulasi diperkhhatikan,1,1 hari yang lalu,1,1,30,arrkkhhtikulasi diperkhhatikan,arrkkhhtikulasi diperkhhatikan,arrkkhhtikulasi diperkhhatikan,1
@affan71smp1prm,​ @muhammadizzuddin7323  tapi artikulasi nya kan sama dengan tim b,0,1 hari yang lalu,0,1,66,tapi artikulasi nya kan sama dengan tim b,tapi artikulasi ya kan sama dengan tim b,artikulasi tim b,0
@DeslianaNur,"Kasihan pasti itu malu,sedih,marah jadi satu,mau bersuara tapi takut di bungkam dan di susahkan nantinya, semoga deh mereka dapet keadilan 😢",13,1 hari yang lalu,13,1,140,kasihan pasti itu malu sedih marah jadi satu mau bersuara tapi takut di bungkam dan di susahkan nantinya semoga deh mereka dapet keadilan,kasihan pasti itu malu sedih marah jadi satu mau bersuara tapi takut di bungkam dan di susahkan nantinya semoga deh mereka dapat keadilan,kasihan malu sedih marah satu bersuara takut bungkam susahkan nantinya semoga keadilan,0
@RudiYanto-p8h,Kalau 1:12:12 seandainya juri memang sudah cerdas maka tidak by teks. Karena kalo by teks gitu jelas beliau ketinggalan mendengarkan jawaban bersamaan saat membaca jawaban di kunci jawabannya.,15,1 hari yang lalu,15,1,192,kalau seandainya juri memang sudah cerdas maka tidak by teks karena kalo by teks gitu jelas beliau ketinggalan mendengarkan jawaban bersamaan saat membaca jawaban di kunci jawabannya,kalau seandainya juri memang sudah cerdas maka tidak by teks karena kalau by teks begitu jelas beliau ketinggalan mendengarkan jawaban bersamaan saat membaca jawaban di kunci jawabannya,seandainya juri cerdas tidak by teks by teks jelas beliau ketinggalan mendengarkan jawaban bersamaan membaca jawaban kunci jawabannya,0
@A.MChannel,"Kalo ga minus 5 harusnya yang pontianak punya nilai 85, dan kelompok B nilai 80. Harusnya yang menang kelompok C",170,1 hari yang lalu,170,1,112,kalo ga minus harusnya yang pontianak punya nilai dan kelompok b nilai harusnya yang menang kelompok c,kalau tidak minus harusnya yang pontianak punya nilai dan kelompok b nilai harusnya yang menang kelompok sih,tidak minus harusnya pontianak punya nilai kelompok b nilai harusnya menang kelompok,0
@laca0nnn__,"POKOKNYA HARUS KLARIFIKASI JURI SM MC, MASA IYA SEKELAS MC BUAT NYELESAIIN MASALAH MASA AKUN LANGSUNG DIPRIVAT 😛😛😛😛",62,1 hari yang lalu,62,1,115,pokoknya harus klarifikasi juri sm mc masa iya sekelas mc buat nyelesaiin masalah masa akun langsung diprivat,pokoknya harus klarifikasi juri sama mc masa iya sekelas mc buat nyelesaiin masalah masa akun langsung diprivat,pokoknya klarifikasi juri mc masa sekelas mc buat nyelesaiin masalah masa langsung diprivat,0
@alstar22-c1s,"Preseden buruk untuk pendidikan nasional kita, Aib yg sangat memalukan ketika juri dengan terang-terangan memperlihatkan dgn gamblangnya kecurangan yang seharusnya jadi pemberi nilai yg Adil malah disini terlihat juri berpihak ke salah satu sekolah, bagaimana mungkin 2 jawaban yang sama dgn 1 di beri nilai Minus dan yg lainnya di beri nilai tertinggi dan 2 pembelaan juri yang sangat membagongkan, di depan umum dan tayangan YouTube resmi lembaga negara mempertontonkan cara licik ini.. Blacklist 2 orang juri busuk ini di semua acara resmi lembaga negara dan mereka harus mengakui permainan busuknya di acara LCC MPR RI Kalbar ini..",1,5 menit yang lalu,1,0,635,preseden buruk untuk pendidikan nasional kita aib yg sangat memalukan ketika juri dengan terang terangan memperlihatkan dgn gamblangnya kecurangan yang seharusnya jadi pemberi nilai yg adil malah disini terlihat juri berpihak ke salah satu sekolah bagaimana mungkin jawaban yang sama dgn di beri nilai minus dan yg lainnya di beri nilai tertinggi dan pembelaan juri yang sangat membagongkan di depan umum dan tayangan youtube resmi lembaga negara mempertontonkan cara licik ini blacklist orang juri busuk ini di semua acara resmi lembaga negara dan mereka harus mengakui permainan busuknya di acara lcc mpr ri kalbar ini,preseden buruk untuk pendidikan nasional kita aib yang sangat memalukan ketika juri dengan terang terangan memperlihatkan dengan gamblangnya kecurangan yang seharusnya jadi pemberi nilai yang adil malah disini terlihat juri berpihak ke salah satu sekolah bagaimana mungkin jawaban yang sama dengan di beri nilai minus dan yang lainnya di beri nilai tertinggi dan pembelaan juri yang sangat membagongkan di depan umum dan tayangan youtube resmi lembaga negara mempertontonkan cara licik ini blacklist orang juri busuk ini di semua acara resmi lembaga negara dan mereka harus mengakui permainan busuknya di acara lcc mpr ri kalbar ini,preseden buruk pendidikan nasional aib sangat memalukan juri terang terangan memperlihatkan gamblangnya kecurangan pemberi nilai adil malah terlihat juri berpihak salah satu sekolah bagaimana jawaban beri nilai minus lainnya beri nilai tertinggi pembelaan juri sangat membagongkan depan umum tayangan youtube resmi lembaga negara mempertontonkan cara licik blacklist juri busuk acara resmi lembaga negara mengakui permainan busuknya acara lcc mpr ri kalbar,0
@candraalfathir,"Saya kecewa dg juri tidak adil & jujur,umur bukan tolak ukur untuk di hormati tp dg jujur menerima kesalahan itu baru penghormatan yg sejati....god job grup C...salam dari sambas❤",20,23 jam yang lalu,20,0,179,saya kecewa dg juri tidak adil jujur umur bukan tolak ukur untuk di hormati tp dg jujur menerima kesalahan itu baru penghormatan yg sejati god job grup c salam dari sambas,saya kecewa dengan juri tidak adil jujur umur bukan tolak ukur untuk di hormati tapi dengan jujur menerima kesalahan itu baru penghormatan yang sejati god job grup sih salam dari sambas,kecewa juri tidak adil jujur umur bukan tolak ukur hormati jujur menerima kesalahan baru penghormatan sejati god job grup salam sambas,0
@americanocharise,"""tapi skornya jauh"", 
""posisinya memang seperti itu"" 

coba kalau belum bisa hitungnya, dibuka dulu yuk catatan, kita hitung bareng-bareng

1 soal benar = 10 poin
1 soal salah = -5

disini smansa ptk = 70. (semisal) mendapat pembenaran maka poin minusnya kita hilangkan karena tidak salah (dikembalikan 5 poin) kemudian ditambah karena memang jawabannya benar (ditambah 10 poin) maka total poin yang terambil dari smansa ptk hanya karena satu soal ini adalah 15 poin. 

Berarti, poin akhir semestinya adalah 85 dari smansa ptk.

Kemudian karena lemparan itu memang seharusnya tidak ada sedari awal, maka tidak ada penambahan nilai 10 kepada tim smansa sambas sehingga poin akhir semestinya mereka adalah 80 poin.

Terlihat ketika kita telaah bahwa 15 poin itu angka yang besar. Membuat seharusnya smansa ptk unggul 5 poin. Karena esensi kompetisi memang haruslah cerdas, cermat dan tepat.",156,2 hari yang lalu,156,2,902,tapi skornya jauh posisinya memang seperti itu coba kalau belum bisa hitungnya dibuka dulu yuk catatan kita hitung bareng bareng soal benar poin soal salah disini smansa ptk semisal mendapat pembenaran maka poin minusnya kita hilangkan karena tidak salah dikembalikan poin kemudian ditambah karena memang jawabannya benar ditambah poin maka total poin yang terambil dari smansa ptk hanya karena satu soal ini adalah poin berarti poin akhir semestinya adalah dari smansa ptk kemudian karena lemparan itu memang seharusnya tidak ada sedari awal maka tidak ada penambahan nilai kepada tim smansa sambas sehingga poin akhir semestinya mereka adalah poin terlihat ketika kita telaah bahwa poin itu angka yang besar membuat seharusnya smansa ptk unggul poin karena esensi kompetisi memang haruslah cerdas cermat dan tepat,tapi skornya jauh posisinya memang seperti itu coba kalau belum bisa hitungnya dibuka dulu yuk catatan kita hitung bareng bareng soal benar poin soal salah disini smansa ptk semisal mendapat pembenaran maka poin minusnya kita hilangkan karena tidak salah dikembalikan poin kemudian ditambah karena memang jawabannya benar ditambah poin maka total poin yang terambil dari smansa ptk hanya karena satu soal ini adalah poin berarti poin akhir semestinya adalah dari smansa ptk kemudian karena lemparan itu memang seharusnya tidak ada sedari awal maka tidak ada penambahan nilai kepada tim smansa sambas sehingga poin akhir semestinya mereka adalah poin terlihat ketika kita telaah bahwa poin itu angka yang besar membuat seharusnya smansa ptk unggul poin karena esensi kompetisi memang haruslah cerdas cermat dan tepat,skornya jauh posisinya coba hitungnya dibuka dulu catatan hitung bareng bareng soal benar poin soal salah smansa ptk semisal mendapat pembenaran poin minusnya hilangkan tidak salah dikembalikan poin ditambah jawabannya benar ditambah poin total poin terambil smansa ptk satu soal poin berarti poin akhir semestinya smansa ptk lemparan tidak sedari awal tidak penambahan nilai tim smansa sambas poin akhir semestinya poin terlihat telaah poin angka besar membuat smansa ptk unggul poin esensi kompetisi haruslah cerdas cermat tepat,0
@devryrolandosaiya6717,"Sungguh miris Indonesia, apalagi untuk lembaga sekelas MPR . Sudah jelas-jelas tau salah, tapi tetap membiarkan. Mau heran tapi inilah MPR, keputusan salah malah dilanjutkan, bukan nya dibatalkan malah lanjut",11,23 jam yang lalu,11,0,208,sungguh miris indonesia apalagi untuk lembaga sekelas mpr sudah jelas jelas tau salah tapi tetap membiarkan mau heran tapi inilah mpr keputusan salah malah dilanjutkan bukan nya dibatalkan malah lanjut,sungguh miris indonesia apalagi untuk lembaga sekelas mpr sudah jelas jelas tau salah tapi tetap membiarkan mau heran tapi inilah mpr keputusan salah malah dilanjutkan bukan ya dibatalkan malah lanjut,sungguh miris indonesia lembaga sekelas mpr jelas jelas tau salah tetap membiarkan heran inilah mpr keputusan salah malah dilanjutkan bukan dibatalkan malah lanjut,1
@mighty9106,Wadooo,0,4 jam yang lalu,0,0,6,wadooo,waduh,waduh,0
@xxxyy7452,oh gini ya rasanya ketika hakim indonesia tpi bukan dipengadilan sama' ngeselin,196,1 hari yang lalu,196,1,79,oh gini ya rasanya ketika hakim indonesia tpi bukan dipengadilan sama ngeselin,oh begini ya rasanya ketika hakim indonesia tapi bukan dipengadilan sama mengesalkan,rasanya hakim indonesia bukan dipengadilan mengesalkan,1
@inuechintia,1:10:23 VAR biar gk BUDEG & ANTI KRITIK.,68,1 hari yang lalu (diedit),68,1,40,var biar gk budeg anti kritik,var biar tidak budeg anti kritik,var biar tidak budeg anti kritik,0
@Carissa_P_M,"LOL banget ""perasaan adek saja"" kalo gak dengar ya jangan di mines coba kek bilang jangan gengsi kalau gak dengar tanya aja ""bisa lebih pelan jawab nya"" apalah kasian itu malah tambah dinasehatin, gwe aja sini ke situ cuma lihat kertas dan gak ngedengarin lan bisa lah  ngakak udah tingkat apa lag ini,klarifikasi kasian korban nya anak sekolah juga di pojokkan juri sebanyak itu gak ada yang merasa salah ya ampun 😂😂😂😂",22,1 hari yang lalu,22,1,419,lol banget perasaan adek saja kalo gak dengar ya jangan di mines coba kek bilang jangan gengsi kalau gak dengar tanya aja bisa lebih pelan jawab nya apalah kasian itu malah tambah dinasehatin gwe aja sini ke situ cuma lihat kertas dan gak ngedengarin lan bisa lah ngakak udah tingkat apa lag ini klarifikasi kasian korban nya anak sekolah juga di pojokkan juri sebanyak itu gak ada yang merasa salah ya ampun,lol banget perasaan adek saja kalau tidak dengar ya jangan di mines coba kayak bilang jangan gengsi kalau tidak dengar tanya saja bisa lebih pelan jawab ya apalah kasihan itu malah tambah dinasehatin gwe saja sini ke situ cuma lihat kertas dan tidak ngedengarin lan bisa lah mengakak sudah tingkat apa lag ini klarifikasi kasihan korban ya anak sekolah juga di pojokkan juri sebanyak itu tidak ada yang merasa salah ya ampun,perasaan adek tidak dengar jangan mines coba bilang jangan gengsi tidak dengar tanya lebih pelan jawab apalah kasihan malah tambah dinasehatin gwe sini situ lihat kertas tidak ngedengarin lan mengakak tingkat lag klarifikasi kasihan korban anak sekolah pojokkan juri sebanyak tidak merasa salah ampun,0
